level	page_num	par_num	block_num	line_num	word_num	left	top	width	height	conf	text
4	1	229	0	5	0	441.650000	557.911230	11.110000	5.372400	-1	###LINE###
5	1	229	0	5	0	441.65	557.91	11.11	5.37	100	khuẩn
4	1	229	0	6	0	441.650000	563.961230	22.211200	5.372400	-1	###LINE###
5	1	229	0	6	0	441.65	563.96	8.91	5.37	100	Bệnh
5	1	229	0	6	1	451.55	563.96	3.09	5.37	100	lỵ
5	1	229	0	6	2	455.95	563.96	7.91	5.37	100	trực
4	1	229	0	7	0	441.650000	570.011230	11.110000	5.372400	-1	###LINE###
5	1	229	0	7	0	441.65	570.01	11.11	5.37	100	khuẩn
3	1	230	0	0	0	473.000000	527.661230	10.480800	5.372400	-1	###FLOW###
4	1	230	0	0	0	473.000000	527.661230	10.480800	5.372400	-1	###LINE###
5	1	230	0	0	0	473.00	527.66	10.48	5.37	100	A03.1
3	1	231	0	0	0	32.450000	551.861230	1.108800	5.372400	-1	###FLOW###
4	1	231	0	0	0	32.450000	551.861230	1.108800	5.372400	-1	###LINE###
5	1	231	0	0	0	32.45	551.86	1.11	5.37	100	I
3	1	232	0	0	0	217.250000	527.661230	34.315600	47.722400	-1	###FLOW###
4	1	232	0	0	0	217.250000	527.661230	34.315600	5.372400	-1	###LINE###
5	1	232	0	0	0	217.25	527.66	8.91	5.37	100	Bệnh
5	1	232	0	0	1	227.15	527.66	12.21	5.37	100	truyền
5	1	232	0	0	2	240.35	527.66	11.22	5.37	100	nhiễm
4	1	232	0	1	0	217.250000	533.711230	20.724000	5.372400	-1	###LINE###
5	1	232	0	1	0	217.25	533.71	11.97	5.37	100	đường
5	1	232	0	1	1	230.45	533.71	7.52	5.37	100	ruột
4	1	232	0	2	0	217.250000	539.761230	34.315600	5.372400	-1	###LINE###
5	1	232	0	2	0	217.25	539.76	8.91	5.37	100	Bệnh
5	1	232	0	2	1	227.15	539.76	12.21	5.37	100	truyền
5	1	232	0	2	2	240.35	539.76	11.22	5.37	100	nhiễm
4	1	232	0	3	0	217.250000	545.811230	20.724000	5.372400	-1	###LINE###
5	1	232	0	3	0	217.25	545.81	11.97	5.37	100	đường
5	1	232	0	3	1	230.45	545.81	7.52	5.37	100	ruột
4	1	232	0	4	0	217.250000	551.861230	34.315600	5.372400	-1	###LINE###
5	1	232	0	4	0	217.25	551.86	8.91	5.37	100	Bệnh
5	1	232	0	4	1	227.15	551.86	12.21	5.37	100	truyền
5	1	232	0	4	2	240.35	551.86	11.22	5.37	100	nhiễm
4	1	232	0	5	0	217.250000	557.911230	20.724000	5.372400	-1	###LINE###
5	1	232	0	5	0	217.25	557.91	11.97	5.37	100	đường
5	1	232	0	5	1	230.45	557.91	7.52	5.37	100	ruột
4	1	232	0	6	0	217.250000	563.961230	34.315600	5.372400	-1	###LINE###
5	1	232	0	6	0	217.25	563.96	8.91	5.37	100	Bệnh
5	1	232	0	6	1	227.15	563.96	12.21	5.37	100	truyền
5	1	232	0	6	2	240.35	563.96	11.22	5.37	100	nhiễm
4	1	232	0	7	0	217.250000	570.011230	20.724000	5.372400	-1	###LINE###
5	1	232	0	7	0	217.25	570.01	11.97	5.37	100	đường
5	1	232	0	7	1	230.45	570.01	7.52	5.37	100	ruột
3	1	233	0	0	0	405.350000	539.761230	18.770400	5.372400	-1	###FLOW###
4	1	233	0	0	0	405.350000	539.761230	18.770400	5.372400	-1	###LINE###
5	1	233	0	0	0	405.35	539.76	18.77	5.37	100	Shigellosis
3	1	234	0	0	0	19.250000	563.961230	4.430800	5.372400	-1	###FLOW###
4	1	234	0	0	0	19.250000	563.961230	4.430800	5.372400	-1	###LINE###
5	1	234	0	0	0	19.25	563.96	4.43	5.37	100	22
3	1	235	0	0	0	176.550000	527.661230	35.270400	47.722400	-1	###FLOW###
4	1	235	0	0	0	176.550000	527.661230	35.270400	5.372400	-1	###LINE###
5	1	235	0	0	0	176.55	527.66	16.96	5.37	100	Intestinal
5	1	235	0	0	1	194.70	527.66	17.12	5.37	100	infectious
4	1	235	0	1	0	176.550000	533.711230	14.920400	5.372400	-1	###LINE###
5	1	235	0	1	0	176.55	533.71	14.92	5.37	100	diseases
4	1	235	0	2	0	176.550000	539.761230	35.270400	5.372400	-1	###LINE###
5	1	235	0	2	0	176.55	539.76	16.96	5.37	100	Intestinal
5	1	235	0	2	1	194.70	539.76	17.12	5.37	100	infectious
4	1	235	0	3	0	176.550000	545.811230	14.920400	5.372400	-1	###LINE###
5	1	235	0	3	0	176.55	545.81	14.92	5.37	100	diseases
4	1	235	0	4	0	176.550000	551.861230	35.270400	5.372400	-1	###LINE###
5	1	235	0	4	0	176.55	551.86	16.96	5.37	100	Intestinal
5	1	235	0	4	1	194.70	551.86	17.12	5.37	100	infectious
4	1	235	0	5	0	176.550000	557.911230	14.920400	5.372400	-1	###LINE###
5	1	235	0	5	0	176.55	557.91	14.92	5.37	100	diseases
4	1	235	0	6	0	176.550000	563.961230	35.270400	5.372400	-1	###LINE###
5	1	235	0	6	0	176.55	563.96	16.96	5.37	100	Intestinal
5	1	235	0	6	1	194.70	563.96	17.12	5.37	100	infectious
4	1	235	0	7	0	176.550000	570.011230	14.920400	5.372400	-1	###LINE###
5	1	235	0	7	0	176.55	570.01	14.92	5.37	100	diseases
3	1	236	0	0	0	388.850000	539.761230	7.180800	5.372400	-1	###FLOW###
4	1	236	0	0	0	388.850000	539.761230	7.180800	5.372400	-1	###LINE###
5	1	236	0	0	0	388.85	539.76	7.18	5.37	100	A03
3	1	237	0	0	0	19.250000	551.861230	4.430800	5.372400	-1	###FLOW###
4	1	237	0	0	0	19.250000	551.861230	4.430800	5.372400	-1	###LINE###
5	1	237	0	0	0	19.25	551.86	4.43	5.37	100	21
3	1	238	0	0	0	115.500000	527.661230	57.780800	47.722400	-1	###FLOW###
4	1	238	0	0	0	115.500000	527.661230	57.780800	5.372400	-1	###LINE###
5	1	238	0	0	0	115.50	527.66	8.91	5.37	100	Bệnh
5	1	238	0	0	1	125.40	527.66	12.21	5.37	100	truyền
5	1	238	0	0	2	138.60	527.66	11.22	5.37	100	nhiễm
5	1	238	0	0	3	150.70	527.66	4.31	5.37	100	và
5	1	238	0	0	4	157.85	527.66	15.43	5.37	100	A00-A09
4	1	238	0	1	0	115.500000	533.711230	23.522400	5.372400	-1	###LINE###
5	1	238	0	1	0	115.50	533.71	4.19	5.37	100	ký
5	1	238	0	1	1	121.00	533.71	7.26	5.37	100	sinh
5	1	238	0	1	2	129.25	533.71	9.77	5.37	100	trùng
4	1	238	0	2	0	115.500000	539.761230	57.780800	5.372400	-1	###LINE###
5	1	238	0	2	0	115.50	539.76	8.91	5.37	100	Bệnh
5	1	238	0	2	1	125.40	539.76	12.21	5.37	100	truyền
5	1	238	0	2	2	138.60	539.76	11.22	5.37	100	nhiễm
5	1	238	0	2	3	150.70	539.76	4.31	5.37	100	và
5	1	238	0	2	4	157.85	539.76	15.43	5.37	100	A00-A09
4	1	238	0	3	0	115.500000	545.811230	23.522400	5.372400	-1	###LINE###
5	1	238	0	3	0	115.50	545.81	4.19	5.37	100	ký
5	1	238	0	3	1	121.00	545.81	7.26	5.37	100	sinh
5	1	238	0	3	2	129.25	545.81	9.77	5.37	100	trùng
4	1	238	0	4	0	115.500000	551.861230	57.780800	5.372400	-1	###LINE###
5	1	238	0	4	0	115.50	551.86	8.91	5.37	100	Bệnh
5	1	238	0	4	1	125.40	551.86	12.21	5.37	100	truyền
5	1	238	0	4	2	138.60	551.86	11.22	5.37	100	nhiễm
5	1	238	0	4	3	150.70	551.86	4.31	5.37	100	và
5	1	238	0	4	4	157.85	551.86	15.43	5.37	100	A00-A09
4	1	238	0	5	0	115.500000	557.911230	23.522400	5.372400	-1	###LINE###
5	1	238	0	5	0	115.50	557.91	4.19	5.37	100	ký
5	1	238	0	5	1	121.00	557.91	7.26	5.37	100	sinh
5	1	238	0	5	2	129.25	557.91	9.77	5.37	100	trùng
4	1	238	0	6	0	115.500000	563.961230	57.780800	5.372400	-1	###LINE###
5	1	238	0	6	0	115.50	563.96	8.91	5.37	100	Bệnh
5	1	238	0	6	1	125.40	563.96	12.21	5.37	100	truyền
5	1	238	0	6	2	138.60	563.96	11.22	5.37	100	nhiễm
5	1	238	0	6	3	150.70	563.96	4.31	5.37	100	và
5	1	238	0	6	4	157.85	563.96	15.43	5.37	100	A00-A09
4	1	238	0	7	0	115.500000	570.011230	23.522400	5.372400	-1	###LINE###
5	1	238	0	7	0	115.50	570.01	4.19	5.37	100	ký
5	1	238	0	7	1	121.00	570.01	7.26	5.37	100	sinh
5	1	238	0	7	2	129.25	570.01	9.77	5.37	100	trùng
3	1	239	0	0	0	405.350000	527.661230	18.770400	5.372400	-1	###FLOW###
4	1	239	0	0	0	405.350000	527.661230	18.770400	5.372400	-1	###LINE###
5	1	239	0	0	0	405.35	527.66	18.77	5.37	100	Shigellosis
3	1	240	0	0	0	32.450000	539.761230	1.108800	5.372400	-1	###FLOW###
4	1	240	0	0	0	32.450000	539.761230	1.108800	5.372400	-1	###LINE###
5	1	240	0	0	0	32.45	539.76	1.11	5.37	100	I
3	1	241	0	0	0	51.700000	527.661230	57.860000	47.722400	-1	###FLOW###
4	1	241	0	0	0	51.700000	527.661230	57.860000	5.372400	-1	###LINE###
5	1	241	0	0	0	51.70	527.66	14.88	5.37	100	A00-B99
5	1	241	0	0	1	70.40	527.66	13.31	5.37	100	Certain
5	1	241	0	0	2	84.70	527.66	17.12	5.37	100	infectious
5	1	241	0	0	3	102.85	527.66	6.71	5.37	100	and
4	1	241	0	1	0	70.400000	533.711230	31.420400	5.372400	-1	###LINE###
5	1	241	0	1	0	70.40	533.71	15.61	5.37	100	parasitic
5	1	241	0	1	1	86.90	533.71	14.92	5.37	100	diseases
4	1	241	0	2	0	51.700000	539.761230	57.860000	5.372400	-1	###LINE###
5	1	241	0	2	0	51.70	539.76	14.88	5.37	100	A00-B99
5	1	241	0	2	1	70.40	539.76	13.31	5.37	100	Certain
5	1	241	0	2	2	84.70	539.76	17.12	5.37	100	infectious
5	1	241	0	2	3	102.85	539.76	6.71	5.37	100	and
4	1	241	0	3	0	70.400000	545.811230	31.420400	5.372400	-1	###LINE###
5	1	241	0	3	0	70.40	545.81	15.61	5.37	100	parasitic
5	1	241	0	3	1	86.90	545.81	14.92	5.37	100	diseases
4	1	241	0	4	0	51.700000	551.861230	57.860000	5.372400	-1	###LINE###
5	1	241	0	4	0	51.70	551.86	14.88	5.37	100	A00-B99
5	1	241	0	4	1	70.40	551.86	13.31	5.37	100	Certain
5	1	241	0	4	2	84.70	551.86	17.12	5.37	100	infectious
5	1	241	0	4	3	102.85	551.86	6.71	5.37	100	and
4	1	241	0	5	0	70.400000	557.911230	31.420400	5.372400	-1	###LINE###
5	1	241	0	5	0	70.40	557.91	15.61	5.37	100	parasitic
5	1	241	0	5	1	86.90	557.91	14.92	5.37	100	diseases
4	1	241	0	6	0	51.700000	563.961230	57.860000	5.372400	-1	###LINE###
5	1	241	0	6	0	51.70	563.96	14.88	5.37	100	A00-B99
5	1	241	0	6	1	70.40	563.96	13.31	5.37	100	Certain
5	1	241	0	6	2	84.70	563.96	17.12	5.37	100	infectious
5	1	241	0	6	3	102.85	563.96	6.71	5.37	100	and
4	1	241	0	7	0	70.400000	570.011230	31.420400	5.372400	-1	###LINE###
5	1	241	0	7	0	70.40	570.01	15.61	5.37	100	parasitic
5	1	241	0	7	1	86.90	570.01	14.92	5.37	100	diseases
3	1	242	0	0	0	388.850000	527.661230	7.180800	5.372400	-1	###FLOW###
4	1	242	0	0	0	388.850000	527.661230	7.180800	5.372400	-1	###LINE###
5	1	242	0	0	0	388.85	527.66	7.18	5.37	100	A03
3	1	243	0	0	0	19.250000	539.761230	4.430800	5.372400	-1	###FLOW###
4	1	243	0	0	0	19.250000	539.761230	4.430800	5.372400	-1	###LINE###
5	1	243	0	0	0	19.25	539.76	4.43	5.37	100	20
3	1	244	0	0	0	473.000000	563.961230	10.480800	5.372400	-1	###FLOW###
4	1	244	0	0	0	473.000000	563.961230	10.480800	5.372400	-1	###LINE###
5	1	244	0	0	0	473.00	563.96	10.48	5.37	100	A03.8
3	1	245	0	0	0	490.050000	563.961230	9.380800	5.372400	-1	###FLOW###
4	1	245	0	0	0	490.050000	563.961230	9.380800	5.372400	-1	###LINE###
5	1	245	0	0	0	490.05	563.96	9.38	5.37	100	A038
3	1	246	0	0	0	509.850000	509.511230	31.468800	59.822400	-1	###FLOW###
4	1	246	0	0	0	509.850000	509.511230	31.468800	5.372400	-1	###LINE###
5	1	246	0	0	0	509.85	509.51	18.77	5.37	100	Shigellosis
5	1	246	0	0	1	529.65	509.51	6.59	5.37	100	due
5	1	246	0	0	2	537.35	509.51	3.97	5.37	100	to
4	1	246	0	1	0	509.850000	515.561230	14.207600	5.372400	-1	###LINE###
5	1	246	0	1	0	509.85	515.56	14.21	5.37	100	Shigella
4	1	246	0	2	0	509.850000	521.611230	21.441200	5.372400	-1	###LINE###
5	1	246	0	2	0	509.85	521.61	21.44	5.37	100	dysenteriae
4	1	246	0	3	0	509.850000	527.661230	31.468800	5.372400	-1	###LINE###
5	1	246	0	3	0	509.85	527.66	18.77	5.37	100	Shigellosis
5	1	246	0	3	1	529.65	527.66	6.59	5.37	100	due
5	1	246	0	3	2	537.35	527.66	3.97	5.37	100	to
4	1	246	0	4	0	509.850000	533.711230	28.507600	5.372400	-1	###LINE###
5	1	246	0	4	0	509.85	533.71	14.21	5.37	100	Shigella
5	1	246	0	4	1	525.25	533.71	13.11	5.37	100	flexneri
4	1	246	0	5	0	509.850000	539.761230	31.468800	5.372400	-1	###LINE###
5	1	246	0	5	0	509.85	539.76	18.77	5.37	100	Shigellosis
5	1	246	0	5	1	529.65	539.76	6.59	5.37	100	due
5	1	246	0	5	2	537.35	539.76	3.97	5.37	100	to
4	1	246	0	6	0	509.850000	545.811230	26.307600	5.372400	-1	###LINE###
5	1	246	0	6	0	509.85	545.81	14.21	5.37	100	Shigella
5	1	246	0	6	1	525.25	545.81	10.91	5.37	100	boydii
4	1	246	0	7	0	509.850000	551.861230	31.468800	5.372400	-1	###LINE###
5	1	246	0	7	0	509.85	551.86	18.77	5.37	100	Shigellosis
5	1	246	0	7	1	529.65	551.86	6.59	5.37	100	due
5	1	246	0	7	2	537.35	551.86	3.97	5.37	100	to
4	1	246	0	8	0	509.850000	557.911230	26.857600	5.372400	-1	###LINE###
5	1	246	0	8	0	509.85	557.91	14.21	5.37	100	Shigella
5	1	246	0	8	1	525.25	557.91	11.46	5.37	100	sonnei
4	1	246	0	9	0	509.850000	563.961230	29.770400	5.372400	-1	###LINE###
5	1	246	0	9	0	509.85	563.96	10.34	5.37	100	Other
5	1	246	0	9	1	521.40	563.96	18.22	5.37	100	shigellosis
3	1	247	0	0	0	547.250000	199.311230	30.157600	11.422400	-1	###FLOW###
4	1	247	0	0	0	547.250000	199.311230	28.168800	5.372400	-1	###LINE###
5	1	247	0	0	0	547.25	199.31	15.51	5.37	100	Infection
5	1	247	0	0	1	563.75	199.31	6.59	5.37	100	due
5	1	247	0	0	2	571.45	199.31	3.97	5.37	100	to
4	1	247	0	1	0	547.250000	205.361230	30.157600	5.372400	-1	###LINE###
5	1	247	0	1	0	547.25	205.36	19.71	5.37	100	Salmonella
5	1	247	0	1	1	568.15	205.36	9.26	5.37	100	typhi
3	1	248	0	0	0	678.150000	70.061230	72.274400	35.622400	-1	###FLOW###
4	1	248	0	0	0	678.700000	70.061230	71.002800	5.372400	-1	###LINE###
5	1	248	0	0	0	678.70	70.06	6.52	5.37	100	MÃ
5	1	248	0	0	1	686.40	70.06	13.25	5.37	100	KHÔNG
5	1	248	0	0	2	703.45	70.06	6.52	5.37	100	MÃ
5	1	248	0	0	3	711.15	70.06	13.25	5.37	100	KHÔNG
5	1	248	0	0	4	728.75	70.06	6.52	5.37	100	MÃ
5	1	248	0	0	5	736.45	70.06	13.25	5.37	100	KHÔNG
4	1	248	0	1	0	683.100000	76.111230	11.677600	5.372400	-1	###LINE###
5	1	248	0	1	0	683.10	76.11	11.68	5.37	100	ĐƯỢC
4	1	248	0	2	0	706.200000	76.111230	14.999600	5.372400	-1	###LINE###
5	1	248	0	2	0	706.20	76.11	15.00	5.37	100	KHUYẾN
4	1	248	0	3	0	730.400000	76.111230	18.198400	5.372400	-1	###LINE###
5	1	248	0	3	0	730.40	76.11	11.68	5.37	100	ĐƯỢC
5	1	248	0	3	1	743.05	76.11	5.55	5.37	100	SỬ
4	1	248	0	4	0	680.900000	82.161230	16.416400	5.372400	-1	###LINE###
5	1	248	0	4	0	680.90	82.16	11.05	5.37	100	DÙNG
5	1	248	0	4	1	693.00	82.16	4.32	5.37	100	LÀ
4	1	248	0	5	0	708.400000	82.161230	11.026400	5.372400	-1	###LINE###
5	1	248	0	5	0	708.40	82.16	11.03	5.37	100	KHÍCH
4	1	248	0	6	0	728.200000	82.161230	22.224400	5.372400	-1	###LINE###
5	1	248	0	6	0	728.20	82.16	11.05	5.37	100	DỤNG
5	1	248	0	6	1	740.30	82.16	3.92	5.37	100	VÌ
5	1	248	0	6	2	745.25	82.16	5.17	5.37	100	CÓ
4	1	248	0	7	0	678.150000	88.211230	43.916400	5.372400	-1	###LINE###
5	1	248	0	7	0	678.15	88.21	9.93	5.37	100	BỆNH
5	1	248	0	7	1	689.15	88.21	11.58	5.37	100	CHÍNH
5	1	248	0	7	2	705.65	88.21	11.05	5.37	100	DÙNG
5	1	248	0	7	3	717.75	88.21	4.32	5.37	100	LÀ
4	1	248	0	8	0	728.750000	88.211230	21.577600	5.372400	-1	###LINE###
5	1	248	0	8	0	728.75	88.21	6.52	5.37	100	MÃ
5	1	248	0	8	1	736.45	88.21	2.23	5.37	100	4
5	1	248	0	8	2	739.75	88.21	10.58	5.37	100	HOẶC
4	1	248	0	9	0	702.900000	94.261230	46.873200	5.372400	-1	###LINE###
5	1	248	0	9	0	702.90	94.26	9.93	5.37	100	BỆNH
5	1	248	0	9	1	713.90	94.26	11.58	5.37	100	CHÍNH
5	1	248	0	9	2	729.30	94.26	2.23	5.37	100	5
5	1	248	0	9	3	732.60	94.26	4.49	5.37	100	KÝ
5	1	248	0	9	4	738.10	94.26	5.55	5.37	100	TỰ
5	1	248	0	9	5	744.70	94.26	5.07	5.37	100	CỤ
4	1	248	0	10	0	731.500000	100.311230	17.199600	5.372400	-1	###LINE###
5	1	248	0	10	0	731.50	100.31	7.10	5.37	100	THỂ
5	1	248	0	10	1	739.75	100.31	8.95	5.37	100	HƠN
3	1	248	1	0	0	687.500000	106.911230	4.430800	5.372400	-1	###FLOW###
4	1	248	1	0	0	687.500000	106.911230	4.430800	5.372400	-1	###LINE###
5	1	248	1	0	0	687.50	106.91	4.43	5.37	100	24
3	1	249	0	0	0	712.250000	106.911230	4.430800	5.372400	-1	###FLOW###
4	1	249	0	0	0	712.250000	106.911230	4.430800	5.372400	-1	###LINE###
5	1	249	0	0	0	712.25	106.91	4.43	5.37	100	25
3	1	250	0	0	0	737.550000	106.911230	4.430800	5.372400	-1	###FLOW###
4	1	250	0	0	0	737.550000	106.911230	4.430800	5.372400	-1	###LINE###
5	1	250	0	0	0	737.55	106.91	4.43	5.37	100	26
3	1	250	1	0	0	727.650000	114.611230	7.180800	5.372400	-1	###FLOW###
4	1	250	1	0	0	727.650000	114.611230	7.180800	5.372400	-1	###LINE###
5	1	250	1	0	0	727.65	114.61	7.18	5.37	100	A00
3	1	251	0	0	0	591.250000	163.011230	42.460000	5.372400	-1	###FLOW###
4	1	251	0	0	0	591.250000	163.011230	42.460000	5.372400	-1	###LINE###
5	1	251	0	0	0	591.25	163.01	8.91	5.37	100	Bệnh
5	1	251	0	0	1	601.15	163.01	4.95	5.37	100	tả,
5	1	251	0	0	2	607.20	163.01	10.87	5.37	100	không
5	1	251	0	0	3	619.30	163.01	5.71	5.37	100	xác
5	1	251	0	0	4	625.90	163.01	7.81	5.37	100	định
3	1	252	0	0	0	591.250000	199.311230	31.460000	5.372400	-1	###FLOW###
4	1	252	0	0	0	591.250000	199.311230	31.460000	5.372400	-1	###LINE###
5	1	252	0	0	0	591.25	199.31	8.91	5.37	100	Bệnh
5	1	252	0	0	1	601.15	199.31	13.62	5.37	100	thương
5	1	252	0	0	2	616.00	199.31	6.71	5.37	100	hàn
3	1	253	0	0	0	591.250000	363.211230	44.457600	5.372400	-1	###FLOW###
4	1	253	0	0	0	591.250000	363.211230	44.457600	5.372400	-1	###LINE###
5	1	253	0	0	0	591.25	363.21	9.57	5.37	100	Viêm
5	1	253	0	0	1	601.70	363.21	7.52	5.37	100	ruột
5	1	253	0	0	2	610.50	363.21	4.52	5.37	100	do
5	1	253	0	0	3	616.00	363.21	19.71	5.37	100	Salmonella
3	1	254	0	0	0	727.650000	175.111230	7.180800	5.372400	-1	###FLOW###
4	1	254	0	0	0	727.650000	175.111230	7.180800	5.372400	-1	###LINE###
5	1	254	0	0	0	727.65	175.11	7.18	5.37	100	A01
3	1	255	0	0	0	641.850000	199.311230	32.357600	17.472400	-1	###FLOW###
4	1	255	0	0	0	641.850000	199.311230	32.357600	5.372400	-1	###LINE###
5	1	255	0	0	0	641.85	199.31	11.77	5.37	100	Nhiễm
5	1	255	0	0	1	654.50	199.31	9.77	5.37	100	trùng
5	1	255	0	0	2	665.50	199.31	4.52	5.37	100	do
5	1	255	0	0	3	671.00	199.31	3.21	5.37	100	vi
4	1	255	0	1	0	641.850000	205.361230	31.807600	5.372400	-1	###LINE###
5	1	255	0	1	0	641.85	205.36	11.11	5.37	100	khuẩn
5	1	255	0	1	1	653.95	205.36	19.71	5.37	100	Salmonella
4	1	255	0	2	0	641.850000	211.411230	9.257600	5.372400	-1	###LINE###
5	1	255	0	2	0	641.85	211.41	9.26	5.37	100	typhi
3	1	256	0	0	0	641.850000	296.111230	32.357600	72.472400	-1	###FLOW###
4	1	256	0	0	0	641.850000	296.111230	32.357600	5.372400	-1	###LINE###
5	1	256	0	0	0	641.85	296.11	11.77	5.37	100	Nhiễm
5	1	256	0	0	1	654.50	296.11	9.77	5.37	100	trùng
5	1	256	0	0	2	665.50	296.11	4.52	5.37	100	do
5	1	256	0	0	3	671.00	296.11	3.21	5.37	100	vi
4	1	256	0	1	0	641.850000	302.161230	31.807600	5.372400	-1	###LINE###
5	1	256	0	1	0	641.85	302.16	11.11	5.37	100	khuẩn
5	1	256	0	1	1	653.95	302.16	19.71	5.37	100	Salmonella
4	1	256	0	2	0	641.850000	308.211230	29.572400	5.372400	-1	###LINE###
5	1	256	0	2	0	641.85	308.21	17.51	5.37	100	paratyphi
5	1	256	0	2	1	660.55	308.21	10.87	5.37	100	không
4	1	256	0	3	0	641.850000	314.261230	23.861200	5.372400	-1	###LINE###
5	1	256	0	3	0	641.85	314.26	5.71	5.37	100	xác
5	1	256	0	3	1	648.45	314.26	7.81	5.37	100	định
5	1	256	0	3	2	657.25	314.26	8.46	5.37	100	khác
4	1	256	0	4	0	641.850000	320.311230	28.815600	5.372400	-1	###LINE###
5	1	256	0	4	0	641.85	320.31	6.72	5.37	100	Bao
5	1	256	0	4	1	649.55	320.31	8.88	5.37	100	gồm:
5	1	256	0	4	2	659.45	320.31	11.22	5.37	100	nhiễm
4	1	256	0	5	0	641.850000	326.361230	31.565600	5.372400	-1	###LINE###
5	1	256	0	5	0	641.85	326.36	9.77	5.37	100	trùng
5	1	256	0	5	1	652.85	326.36	8.46	5.37	100	hoặc
5	1	256	0	5	2	662.20	326.36	11.22	5.37	100	nhiễm
4	1	256	0	6	0	641.850000	332.411230	32.018800	5.372400	-1	###LINE###
5	1	256	0	6	0	641.85	332.41	6.26	5.37	100	độc
5	1	256	0	6	1	649.00	332.41	8.46	5.37	100	thực
5	1	256	0	6	2	658.35	332.41	10.12	5.37	100	phẩm
5	1	256	0	6	3	669.35	332.41	4.52	5.37	100	do
4	1	256	0	7	0	641.850000	338.461230	19.157600	5.372400	-1	###LINE###
5	1	256	0	7	0	641.85	338.46	5.87	5.37	100	bất
5	1	256	0	7	1	649.00	338.46	4.19	5.37	100	kỳ
5	1	256	0	7	2	654.50	338.46	6.51	5.37	100	loại
4	1	256	0	8	0	641.850000	344.511230	28.050000	5.372400	-1	###LINE###
5	1	256	0	8	0	641.85	344.51	19.16	5.37	100	salmonella
5	1	256	0	8	1	662.20	344.51	7.70	5.37	100	nào,
4	1	256	0	9	0	641.850000	350.561230	30.157600	5.372400	-1	###LINE###
5	1	256	0	9	0	641.85	350.56	8.46	5.37	100	khác
5	1	256	0	9	1	651.20	350.56	5.96	5.37	100	với
5	1	256	0	9	2	658.35	350.56	3.31	5.37	100	S.
5	1	256	0	9	3	662.75	350.56	9.26	5.37	100	typhi
4	1	256	0	10	0	641.850000	356.611230	27.407600	5.372400	-1	###LINE###
5	1	256	0	10	0	641.85	356.61	4.31	5.37	100	và
5	1	256	0	10	1	647.35	356.61	3.31	5.37	100	S.
5	1	256	0	10	2	651.75	356.61	17.51	5.37	100	Paratyphi
4	1	256	0	11	0	641.850000	363.211230	32.357600	5.372400	-1	###LINE###
5	1	256	0	11	0	641.85	363.21	11.77	5.37	100	Nhiễm
5	1	256	0	11	1	654.50	363.21	19.71	5.37	100	Salmonella
3	1	257	0	0	0	727.650000	320.311230	7.180800	5.372400	-1	###FLOW###
4	1	257	0	0	0	727.650000	320.311230	7.180800	5.372400	-1	###LINE###
5	1	257	0	0	0	727.65	320.31	7.18	5.37	100	A02
3	1	258	0	0	0	591.250000	381.361230	45.218800	11.422400	-1	###FLOW###
4	1	258	0	0	0	591.250000	381.361230	45.218800	5.372400	-1	###LINE###
5	1	258	0	0	0	591.25	381.36	11.77	5.37	100	Nhiễm
5	1	258	0	0	1	603.90	381.36	9.77	5.37	100	trùng
5	1	258	0	0	2	614.90	381.36	4.39	5.37	100	hệ
5	1	258	0	0	3	620.40	381.36	10.32	5.37	100	thống
5	1	258	0	0	4	631.95	381.36	4.52	5.37	100	do
4	1	258	0	1	0	591.250000	387.411230	19.707600	5.372400	-1	###LINE###
5	1	258	0	1	0	591.25	387.41	19.71	5.37	100	Salmonella
3	1	258	1	0	0	547.250000	399.511230	37.083200	53.772400	-1	###FLOW###
4	1	258	1	0	0	547.250000	399.511230	20.979200	5.372400	-1	###LINE###
5	1	258	1	0	0	547.25	399.51	20.98	5.37	100	Salmonella:
4	1	258	1	1	0	547.250000	405.561230	34.333200	5.372400	-1	###LINE###
5	1	258	1	1	0	547.25	405.56	17.04	5.37	100	arthritis†
5	1	258	1	1	1	565.40	405.56	16.18	5.37	100	(M01.3*)
4	1	258	1	2	0	547.250000	411.611230	33.783200	5.372400	-1	###LINE###
5	1	258	1	2	0	547.25	411.61	20.89	5.37	100	meningitis†
5	1	258	1	2	1	569.25	411.61	11.78	5.37	100	(G01*)
4	1	258	1	3	0	547.250000	417.661230	26.391200	5.372400	-1	###LINE###
5	1	258	1	3	0	547.25	417.66	26.39	5.37	100	osteomyelitis†
4	1	258	1	4	0	547.250000	423.711230	16.183200	5.372400	-1	###LINE###
5	1	258	1	4	0	547.25	423.71	16.18	5.37	100	(M90.2*)
4	1	258	1	5	0	547.250000	429.761230	37.083200	5.372400	-1	###LINE###
5	1	258	1	5	0	547.25	429.76	21.99	5.37	100	pneumonia†
5	1	258	1	5	1	570.35	429.76	13.98	5.37	100	(J17.0*)
4	1	258	1	6	0	547.250000	435.811230	23.346400	5.372400	-1	###LINE###
5	1	258	1	6	0	547.25	435.81	9.26	5.37	100	renal
5	1	258	1	6	1	557.70	435.81	12.90	5.37	100	tubulo-
4	1	258	1	7	0	547.250000	441.861230	35.741200	5.372400	-1	###LINE###
5	1	258	1	7	0	547.25	441.86	19.16	5.37	100	interstitial
5	1	258	1	7	1	567.60	441.86	15.39	5.37	100	disease†
